sales_agent,product,account,deal_stage,engage_date,close_date,close_value
Rosalina Dieter,GTX Basic,unknown,Engaging,2016-12-25,,472.0
Violet Mclelland,MG Special,Ontomedia,Won,2016-12-25,2017-03-05,47.0
Darcel Schlecht,GTX Basic,Rangreen,Lost,2016-12-26,2017-03-23,0.0
James Ascencio,GTX Plus Pro,Nam-zim,Won,2016-12-26,2017-03-10,6490.0
Kami Bicknell,MG Advanced,Gogozoom,Engaging,2016-12-26,,472.0
Kary Hendrixson,GTXPro,unknown,Engaging,2016-12-26,,472.0
Niesha Huffines,MG Advanced,Treequote,Won,2016-12-26,2017-03-02,3841.0
Kary Hendrixson,GTX Basic,unknown,Engaging,2016-12-27,,472.0
Kary Hendrixson,GTX Plus Pro,Faxquote,Won,2016-12-27,2017-03-15,5256.0
Markita Hansen,MG Special,Kan-code,Lost,2016-12-27,2017-03-28,0.0
Markita Hansen,MG Advanced,Sonron,Lost,2016-12-27,2017-03-25,0.0
Anna Snelling,GTX Basic,Conecom,Won,2016-12-28,2017-03-01,625.0
Corliss Cosme,GTXPro,unknown,Engaging,2016-12-28,,472.0
Darcel Schlecht,GTXPro,Warephase,Lost,2016-12-28,2017-03-16,0.0
Darcel Schlecht,GTXPro,Conecom,Won,2016-12-28,2017-03-22,3952.0
Kary Hendrixson,GTX Basic,unknown,Engaging,2016-12-28,,472.0
Kary Hendrixson,GTX Plus Pro,Konex,Won,2016-12-28,2017-03-13,5515.0
Reed Clapper,MG Special,Vehement Capital Partners,Won,2016-12-28,2017-03-16,57.0
Versie Hillebrand,MG Special,Konmatfix,Won,2016-12-28,2017-03-28,51.0
Vicki Laflamme,MG Advanced,Fasehatice,Won,2016-12-28,2017-03-13,3803.0
Anna Snelling,GTX Plus Pro,Rundofase,Won,2016-12-29,2017-03-27,5459.0
Anna Snelling,MG Advanced,Stanredtax,Won,2016-12-29,2017-03-23,4148.0
Cassey Cress,GTX Plus Pro,unknown,Engaging,2016-12-29,,472.0
Corliss Cosme,GTX Plus Pro,Ganjaflex,Won,2016-12-29,2017-03-23,5002.0
Corliss Cosme,MG Advanced,Gekko & Co,Won,2016-12-29,2017-03-03,3351.0
Gladys Colclough,GTX Basic,Domzoom,Won,2016-12-29,2017-03-19,571.0
James Ascencio,GTX Basic,Goodsilron,Won,2016-12-29,2017-03-10,601.0
Kami Bicknell,GTXPro,unknown,Engaging,2016-12-29,,472.0
Markita Hansen,GTX Basic,Zoomit,Won,2016-12-29,2017-03-13,576.0
Marty Freudenburg,MG Special,Funholding,Won,2016-12-29,2017-03-03,52.0
Maureen Marcano,GTX Plus Basic,Fasehatice,Won,2016-12-29,2017-03-13,1185.0
Reed Clapper,GTX Plus Basic,Gekko & Co,Lost,2016-12-29,2017-03-28,0.0
Rosalina Dieter,MG Special,Plexzap,Won,2016-12-29,2017-03-14,56.0
Vicki Laflamme,GTX Basic,unknown,Engaging,2016-12-29,,472.0
Violet Mclelland,MG Special,Opentech,Won,2016-12-29,2017-03-29,54.0
Zane Levy,GTXPro,Xx-holding,Won,2016-12-29,2017-03-13,4818.0
Anna Snelling,GTX Plus Pro,Codehow,Won,2017-01-01,2017-03-01,5087.0
Daniell Hammack,GTX Plus Basic,Opentech,Won,2017-01-01,2017-03-19,1116.0
Darcel Schlecht,GTX Basic,Gogozoom,Won,2017-01-01,2017-03-20,510.0
Elease Gluck,MG Special,unknown,Engaging,2017-01-01,,472.0
Jonathan Berthelot,GTX Basic,Streethex,Won,2017-01-01,2017-03-16,565.0
Kami Bicknell,GTX Basic,Finjob,Won,2017-01-01,2017-03-26,633.0
Reed Clapper,MG Advanced,Xx-zobam,Won,2017-01-01,2017-03-29,3962.0
Vicki Laflamme,MG Advanced,Y-corporation,Won,2017-01-01,2017-03-22,3672.0
Zane Levy,GTX Plus Basic,Green-Plus,Engaging,2017-01-01,,472.0
Zane Levy,GTXPro,Goodsilron,Won,2017-01-01,2017-03-18,4586.0
Anna Snelling,MG Special,Hottechi,Won,2017-01-02,2017-03-02,60.0
Corliss Cosme,GTX Plus Basic,dambase,Engaging,2017-01-02,,472.0
Corliss Cosme,GTX Plus Basic,unknown,Engaging,2017-01-02,,472.0
Jonathan Berthelot,GTX Basic,Dontechi,Won,2017-01-02,2017-05-04,572.0
Kary Hendrixson,GTX Basic,Goodsilron,Won,2017-01-02,2017-03-01,550.0
Kary Hendrixson,GTXPro,Sonron,Won,2017-01-02,2017-03-17,4125.0
Marty Freudenburg,MG Advanced,Zumgoity,Won,2017-01-02,2017-03-10,3647.0
Moses Frase,GTX Basic,Dontechi,Won,2017-01-02,2017-03-21,573.0
Violet Mclelland,GTX Basic,Zencorporation,Won,2017-01-02,2017-03-29,542.0
Cassey Cress,MG Advanced,Donware,Won,2017-01-03,2017-03-12,3479.0
Daniell Hammack,MG Advanced,Ganjaflex,Lost,2017-01-03,2017-03-22,0.0
Darcel Schlecht,GTX Plus Basic,Stanredtax,Won,2017-01-03,2017-03-21,1012.0
Hayden Neloms,MG Special,unknown,Engaging,2017-01-03,,472.0
James Ascencio,GTX Plus Basic,Doncon,Won,2017-01-03,2017-03-06,990.0
James Ascencio,GTXPro,Sunnamplex,Won,2017-01-03,2017-03-18,4374.0
Kary Hendrixson,GTX Basic,Finjob,Lost,2017-01-03,2017-03-17,0.0
Kary Hendrixson,GTX Plus Basic,Xx-holding,Won,2017-01-03,2017-03-30,1054.0
Vicki Laflamme,MG Special,Scotfind,Won,2017-01-03,2017-03-15,55.0
Violet Mclelland,MG Special,Ganjaflex,Lost,2017-01-03,2017-03-05,0.0
Boris Faz,GTX Plus Basic,Iselectrics,Won,2017-01-04,2017-03-25,1073.0
Cecily Lampkin,MG Advanced,Genco Pura Olive Oil Company,Lost,2017-01-04,2017-03-20,0.0
Daniell Hammack,GTX Plus Pro,unknown,Engaging,2017-01-04,,472.0
James Ascencio,MG Advanced,unknown,Engaging,2017-01-04,,472.0
Kary Hendrixson,GTX Basic,unknown,Engaging,2017-01-04,,472.0
Kary Hendrixson,GTX Basic,Faxquote,Won,2017-01-04,2017-03-16,586.0
Marty Freudenburg,GTXPro,Treequote,Won,2017-01-04,2017-05-05,4667.0
Vicki Laflamme,GTX Plus Basic,Hottechi,Won,2017-01-04,2017-03-28,880.0
Vicki Laflamme,MG Advanced,Plexzap,Won,2017-01-04,2017-03-12,3676.0
Wilburn Farren,MG Special,unknown,Engaging,2017-01-04,,472.0
Anna Snelling,MG Advanced,Funholding,Lost,2017-01-05,2017-03-25,0.0
Daniell Hammack,GTX Plus Pro,unknown,Engaging,2017-01-05,,472.0
Darcel Schlecht,GTXPro,Treequote,Lost,2017-01-05,2017-03-09,0.0
Garret Kinder,GTX Plus Basic,Opentech,Lost,2017-01-05,2017-03-26,0.0
Jonathan Berthelot,GTXPro,Treequote,Won,2017-01-05,2017-03-19,4716.0
Kami Bicknell,MG Advanced,unknown,Engaging,2017-01-05,,472.0
Kary Hendrixson,GTX Basic,Blackzim,Lost,2017-01-05,2017-03-30,0.0
Vicki Laflamme,GTXPro,Goodsilron,Won,2017-01-05,2017-03-23,4211.0
Anna Snelling,MG Advanced,Funholding,Lost,2017-01-06,2017-03-21,0.0
Boris Faz,GTX Plus Pro,unknown,Engaging,2017-01-06,,472.0
Darcel Schlecht,GTXPro,Codehow,Lost,2017-01-06,2017-03-18,0.0
Darcel Schlecht,MG Special,Toughzap,Won,2017-01-06,2017-03-17,56.0
Gladys Colclough,MG Special,Rundofase,Lost,2017-01-06,2017-03-23,0.0
Gladys Colclough,MG Special,Funholding,Won,2017-01-06,2017-03-23,44.0
Kary Hendrixson,GTX Basic,Konex,Won,2017-01-06,2017-03-27,532.0
Lajuana Vencill,GTX Basic,Treequote,Lost,2017-01-06,2017-05-10,0.0
Lajuana Vencill,GTX Basic,Zumgoity,Lost,2017-01-06,2017-03-20,0.0
Reed Clapper,GTXPro,Kinnamplus,Lost,2017-01-06,2017-03-17,0.0
Versie Hillebrand,GTX Basic,Domzoom,Lost,2017-01-06,2017-03-24,0.0
Anna Snelling,GTX Basic,Isdom,Won,2017-01-07,2017-03-08,622.0
Cassey Cress,GTX Basic,unknown,Engaging,2017-01-07,,472.0
Cecily Lampkin,GTX Plus Pro,Cancity,Lost,2017-01-07,2017-03-05,0.0
Corliss Cosme,MG Special,unknown,Engaging,2017-01-07,,472.0
Corliss Cosme,GTX Plus Basic,Xx-zobam,Won,2017-01-07,2017-03-16,1257.0
Maureen Marcano,GTX Plus Basic,Lexiqvolax,Won,2017-01-07,2017-03-25,1135.0
Zane Levy,MG Advanced,Hottechi,Lost,2017-01-07,2017-03-28,0.0
Zane Levy,GTXPro,Newex,Won,2017-01-07,2017-03-14,4313.0
Anna Snelling,GTX Plus Pro,dambase,Won,2017-01-08,2017-03-18,5210.0
Lajuana Vencill,MG Special,Ron-tech,Won,2017-01-08,2017-03-27,47.0
Markita Hansen,MG Advanced,Konex,Won,2017-01-08,2017-03-22,3220.0
Rosalina Dieter,GTX Basic,Initech,Engaging,2017-01-08,,472.0
Rosie Papadopoulos,MG Special,Donware,Won,2017-01-08,2017-03-26,47.0
Violet Mclelland,MG Special,Rundofase,Engaging,2017-01-08,,472.0
Violet Mclelland,MG Special,Yearin,Won,2017-01-08,2017-03-25,63.0
Anna Snelling,MG Special,Betatech,Won,2017-01-09,2017-03-15,56.0
Anna Snelling,MG Special,Rundofase,Won,2017-01-09,2017-03-01,65.0
Boris Faz,GTX Plus Pro,Donquadtech,Won,2017-01-09,2017-03-19,5743.0
Cassey Cress,MG Special,Mathtouch,Won,2017-01-09,2017-03-03,53.0
Corliss Cosme,GTX Plus Pro,Betasoloin,Won,2017-01-09,2017-03-30,4974.0
Donn Cantrell,MG Advanced,Ontomedia,Won,2017-01-09,2017-03-25,3892.0
Garret Kinder,GTXPro,Betasoloin,Won,2017-01-09,2017-03-21,3822.0
Jonathan Berthelot,GTX Basic,Inity,Won,2017-01-09,2017-03-02,504.0
Maureen Marcano,MG Special,unknown,Engaging,2017-01-09,,472.0
Rosalina Dieter,MG Advanced,Xx-holding,Won,2017-01-09,2017-03-29,3145.0
Vicki Laflamme,GTX Plus Pro,unknown,Engaging,2017-01-09,,472.0
Vicki Laflamme,GTX Basic,Finjob,Won,2017-01-09,2017-03-27,564.0
Zane Levy,GTX Plus Basic,Fasehatice,Won,2017-01-09,2017-03-14,1117.0
Anna Snelling,MG Special,Inity,Won,2017-01-10,2017-03-26,59.0
Darcel Schlecht,MG Special,Finhigh,Won,2017-01-10,2017-03-28,52.0
Donn Cantrell,GTXPro,Kan-code,Won,2017-01-10,2017-03-24,4694.0
Hayden Neloms,GTX Plus Pro,unknown,Engaging,2017-01-10,,472.0
Kami Bicknell,GTXPro,Plusstrip,Won,2017-01-10,2017-03-06,5620.0
Kary Hendrixson,GTX Plus Basic,Singletechno,Won,2017-01-10,2017-03-08,1095.0
Lajuana Vencill,GTX Basic,Conecom,Lost,2017-01-10,2017-05-02,0.0
Lajuana Vencill,GTX Basic,Ron-tech,Won,2017-01-10,2017-03-30,489.0
Markita Hansen,GTX Basic,unknown,Engaging,2017-01-10,,472.0
Markita Hansen,MG Special,Bioholding,Engaging,2017-01-10,,472.0
Markita Hansen,GTX Plus Pro,Golddex,Won,2017-01-10,2017-03-16,5908.0
Markita Hansen,MG Advanced,Xx-holding,Won,2017-01-10,2017-03-11,3820.0
Maureen Marcano,GTX Plus Basic,Hottechi,Lost,2017-01-10,2017-03-12,0.0
Vicki Laflamme,GTXPro,unknown,Engaging,2017-01-10,,472.0
Vicki Laflamme,GTX Basic,Rantouch,Won,2017-01-10,2017-03-20,581.0
Violet Mclelland,GTX Plus Pro,unknown,Engaging,2017-01-10,,472.0
Corliss Cosme,GTXPro,Nam-zim,Engaging,2017-01-11,,472.0
Corliss Cosme,GTXPro,unknown,Engaging,2017-01-11,,472.0
Darcel Schlecht,GTX Plus Pro,Funholding,Lost,2017-01-11,2017-03-10,0.0
Jonathan Berthelot,GTX Basic,Gogozoom,Won,2017-01-11,2017-03-28,585.0
Kami Bicknell,GTX Plus Basic,Plusstrip,Engaging,2017-01-11,,472.0
Kami Bicknell,GTX Basic,Nam-zim,Won,2017-01-11,2017-05-06,572.0
Lajuana Vencill,MG Advanced,Zumgoity,Won,2017-01-11,2017-03-12,3669.0
Markita Hansen,GTX Plus Basic,Golddex,Won,2017-01-11,2017-03-16,1091.0
Marty Freudenburg,GTX Plus Basic,Rangreen,Lost,2017-01-11,2017-03-31,0.0
Reed Clapper,GTXPro,Donquadtech,Won,2017-01-11,2017-03-17,4905.0
Corliss Cosme,GTX Basic,Vehement Capital Partners,Won,2017-01-12,2017-03-10,540.0
Gladys Colclough,MG Special,Zumgoity,Won,2017-01-12,2017-03-20,49.0
Jonathan Berthelot,GTX Basic,Globex Corporation,Won,2017-01-12,2017-05-17,513.0
Lajuana Vencill,MG Special,Gogozoom,Won,2017-01-12,2017-03-30,54.0
Maureen Marcano,GTX Plus Basic,unknown,Engaging,2017-01-12,,472.0
Violet Mclelland,GTX Basic,Funholding,Engaging,2017-01-12,,472.0
Violet Mclelland,MG Special,Yearin,Won,2017-01-12,2017-03-23,56.0
Anna Snelling,MG Special,Konmatfix,Won,2017-01-13,2017-03-16,58.0
Anna Snelling,MG Special,Treequote,Won,2017-01-13,2017-03-27,58.0
Hayden Neloms,MG Advanced,Vehement Capital Partners,Engaging,2017-01-13,,472.0
James Ascencio,GTXPro,Iselectrics,Engaging,2017-01-13,,472.0
Kami Bicknell,GTXPro,Nam-zim,Won,2017-01-13,2017-03-21,4453.0
Kary Hendrixson,MG Special,Plusstrip,Lost,2017-01-13,2017-05-08,0.0
Kary Hendrixson,GTX Basic,Nam-zim,Won,2017-01-13,2017-03-14,619.0
Maureen Marcano,GTX Plus Pro,Xx-holding,Won,2017-01-13,2017-05-14,5163.0
Maureen Marcano,GTXPro,Green-Plus,Won,2017-01-13,2017-03-25,4071.0
Reed Clapper,MG Special,Donquadtech,Won,2017-01-13,2017-05-08,56.0
Vicki Laflamme,MG Special,unknown,Engaging,2017-01-13,,472.0
Violet Mclelland,MG Advanced,Sumace,Lost,2017-01-13,2017-03-31,0.0
Donn Cantrell,GTXPro,Zotware,Won,2017-01-14,2017-03-29,4375.0
James Ascencio,MG Advanced,Codehow,Engaging,2017-01-14,,472.0
Kami Bicknell,GTX Basic,Golddex,Won,2017-01-14,2017-03-28,610.0
Vicki Laflamme,GTX Basic,Scottech,Engaging,2017-01-14,,472.0
Vicki Laflamme,MG Advanced,Hatfan,Lost,2017-01-14,2017-05-05,0.0
Vicki Laflamme,GTXPro,Xx-holding,Won,2017-01-14,2017-03-17,4554.0
Wilburn Farren,MG Advanced,Konex,Won,2017-01-14,2017-05-18,2880.0
Corliss Cosme,GTX Plus Pro,Zoomit,Engaging,2017-01-15,,472.0
Corliss Cosme,GTXPro,Inity,Engaging,2017-01-15,,472.0
Corliss Cosme,GTX Plus Basic,Initech,Lost,2017-01-15,2017-05-02,0.0
Elease Gluck,MG Special,Mathtouch,Engaging,2017-01-15,,472.0
Markita Hansen,MG Special,Scotfind,Won,2017-01-15,2017-05-18,60.0
Maureen Marcano,GTX Basic,Condax,Won,2017-01-15,2017-03-21,688.0
Maureen Marcano,GTX Plus Pro,Goodsilron,Won,2017-01-15,2017-03-22,6142.0
Maureen Marcano,GTXPro,Green-Plus,Won,2017-01-15,2017-03-31,4939.0
Niesha Huffines,GTX Plus Pro,Warephase,Won,2017-01-15,2017-05-15,6270.0
Vicki Laflamme,GTX Basic,unknown,Engaging,2017-01-15,,472.0
Wilburn Farren,MG Advanced,Acme Corporation,Won,2017-01-15,2017-03-29,3833.0
Daniell Hammack,GTX Plus Basic,Bubba Gump,Lost,2017-01-16,2017-03-28,0.0
Kami Bicknell,GTX Plus Pro,Acme Corporation,Engaging,2017-01-16,,472.0
Maureen Marcano,MG Special,unknown,Engaging,2017-01-16,,472.0
Moses Frase,MG Special,Hottechi,Won,2017-01-16,2017-06-02,57.0
Versie Hillebrand,MG Special,Cancity,Won,2017-01-16,2017-03-17,47.0
Violet Mclelland,MG Special,Donware,Lost,2017-01-16,2017-03-13,0.0
Daniell Hammack,MG Advanced,Plussunin,Lost,2017-01-17,2017-03-19,0.0
Gladys Colclough,MG Special,Inity,Won,2017-01-17,2017-05-04,57.0
James Ascencio,GTX Plus Basic,Warephase,Engaging,2017-01-17,,472.0
Jonathan Berthelot,MG Advanced,Genco Pura Olive Oil Company,Won,2017-01-17,2017-03-14,3257.0
Kami Bicknell,GTX Basic,Sunnamplex,Won,2017-01-17,2017-05-08,511.0
Kami Bicknell,GTX Basic,Y-corporation,Won,2017-01-17,2017-03-14,607.0
Markita Hansen,GTX Plus Pro,Cheers,Won,2017-01-17,2017-03-29,5120.0
Niesha Huffines,GTX Plus Basic,Hottechi,Won,2017-01-17,2017-03-23,1343.0
Niesha Huffines,MG Special,Rundofase,Won,2017-01-17,2017-05-14,55.0
Vicki Laflamme,MG Special,Faxquote,Won,2017-01-17,2017-03-30,49.0
Boris Faz,GTX Basic,The New York Inquirer,Lost,2017-01-18,2017-03-29,0.0
Daniell Hammack,GTX Plus Pro,unknown,Engaging,2017-01-18,,472.0
Garret Kinder,GTXPro,Zotware,Won,2017-01-18,2017-06-04,4426.0
James Ascencio,GTX Plus Pro,Groovestreet,Won,2017-01-18,2017-05-03,5264.0
Jonathan Berthelot,GTXPro,Conecom,Lost,2017-01-18,2017-05-20,0.0
Kary Hendrixson,GTXPro,unknown,Engaging,2017-01-18,,472.0
Moses Frase,MG Special,Dontechi,Won,2017-01-18,2017-03-29,59.0
Garret Kinder,GTX Basic,Opentech,Won,2017-01-19,2017-03-30,617.0
Gladys Colclough,GTX Basic,Codehow,Won,2017-01-19,2017-06-04,565.0
James Ascencio,GTX Basic,Sonron,Won,2017-01-19,2017-03-01,511.0
Kami Bicknell,GTX Plus Basic,Rantouch,Lost,2017-01-19,2017-05-08,0.0
Kary Hendrixson,MG Special,Faxquote,Won,2017-01-19,2017-03-30,60.0
Kary Hendrixson,MG Advanced,Plexzap,Won,2017-01-19,2017-03-29,3407.0
Kary Hendrixson,MG Advanced,Xx-holding,Won,2017-01-19,2017-03-28,3273.0
Markita Hansen,GTX Plus Basic,Y-corporation,Lost,2017-01-19,2017-03-26,0.0
Markita Hansen,MG Special,Sunnamplex,Lost,2017-01-19,2017-05-05,0.0
Moses Frase,MG Advanced,Gogozoom,Won,2017-01-19,2017-05-01,3363.0
Vicki Laflamme,MG Special,unknown,Engaging,2017-01-19,,472.0
Vicki Laflamme,GTX Basic,Xx-holding,Won,2017-01-19,2017-03-31,365.0
Zane Levy,GTX Plus Pro,Lexiqvolax,Won,2017-01-19,2017-03-18,4869.0
Corliss Cosme,GTX Basic,Ontomedia,Won,2017-01-20,2017-06-06,599.0
Daniell Hammack,MG Advanced,Konex,Won,2017-01-20,2017-05-20,3194.0
Garret Kinder,GTX Plus Pro,Condax,Won,2017-01-20,2017-06-05,5429.0
Jonathan Berthelot,GTXPro,Hottechi,Won,2017-01-20,2017-05-05,5008.0
Jonathan Berthelot,MG Advanced,Domzoom,Won,2017-01-20,2017-03-28,3459.0
Kary Hendrixson,GTXPro,Xx-holding,Lost,2017-01-20,2017-05-25,0.0
Kary Hendrixson,GTXPro,Hottechi,Won,2017-01-20,2017-03-07,4559.0
Kary Hendrixson,GTXPro,Labdrill,Won,2017-01-20,2017-03-28,4221.0
Lajuana Vencill,MG Advanced,Warephase,Lost,2017-01-20,2017-03-11,0.0
Lajuana Vencill,MG Special,Domzoom,Won,2017-01-20,2017-03-06,56.0
Markita Hansen,GTXPro,Nam-zim,Won,2017-01-20,2017-05-03,5508.0
Moses Frase,GTX Plus Basic,Codehow,Lost,2017-01-20,2017-03-24,0.0
Zane Levy,GTX Basic,Lexiqvolax,Lost,2017-01-20,2017-03-20,0.0
Anna Snelling,MG Advanced,Cancity,Lost,2017-01-21,2017-03-09,0.0
Corliss Cosme,GTXPro,Globex Corporation,Engaging,2017-01-21,,472.0
Darcel Schlecht,GTX Basic,Ron-tech,Won,2017-01-21,2017-03-19,657.0
Kami Bicknell,GTX Basic,unknown,Engaging,2017-01-21,,472.0
Kami Bicknell,GTXPro,J-Texon,Lost,2017-01-21,2017-05-05,0.0
Lajuana Vencill,GTX Basic,Scottech,Won,2017-01-21,2017-03-25,638.0
Markita Hansen,GTX Basic,unknown,Engaging,2017-01-21,,472.0
Marty Freudenburg,MG Special,Betatech,Won,2017-01-21,2017-06-06,41.0
Rosie Papadopoulos,GTX Plus Pro,Initech,Won,2017-01-21,2017-05-07,5582.0
Versie Hillebrand,MG Special,Konmatfix,Won,2017-01-21,2017-05-20,60.0
Zane Levy,GTX Plus Basic,Y-corporation,Won,2017-01-21,2017-05-03,1036.0
Darcel Schlecht,GTX Plus Basic,Funholding,Won,2017-01-22,2017-05-12,943.0
Elease Gluck,GTX Basic,Kan-code,Won,2017-01-22,2017-06-07,581.0
Jonathan Berthelot,MG Special,Codehow,Lost,2017-01-22,2017-05-15,0.0
Moses Frase,GTX Basic,Toughzap,Won,2017-01-22,2017-05-07,538.0
Reed Clapper,GTX Plus Basic,Donquadtech,Won,2017-01-22,2017-03-28,1100.0
Rosie Papadopoulos,MG Advanced,unknown,Engaging,2017-01-22,,472.0
Anna Snelling,MG Advanced,Inity,Lost,2017-01-23,2017-05-05,0.0
Cecily Lampkin,MG Advanced,Finhigh,Lost,2017-01-23,2017-05-28,0.0
Jonathan Berthelot,GTX Plus Basic,Hottechi,Won,2017-01-23,2017-05-17,1039.0
Lajuana Vencill,MG Special,dambase,Lost,2017-01-23,2017-05-11,0.0
Reed Clapper,GTX Plus Basic,Umbrella Corporation,Won,2017-01-23,2017-05-10,1076.0
Rosalina Dieter,MG Special,Konex,Lost,2017-01-23,2017-05-06,0.0
Rosalina Dieter,MG Special,Rantouch,Lost,2017-01-23,2017-05-23,0.0
Versie Hillebrand,MG Special,Rundofase,Won,2017-01-23,2017-03-16,53.0
Versie Hillebrand,MG Advanced,Statholdings,Won,2017-01-23,2017-03-23,3046.0
Vicki Laflamme,GTX Plus Basic,unknown,Engaging,2017-01-23,,472.0
Violet Mclelland,MG Special,Acme Corporation,Lost,2017-01-23,2017-05-06,0.0
Zane Levy,GTX Basic,Scotfind,Lost,2017-01-23,2017-03-30,0.0
Daniell Hammack,GTXPro,Kan-code,Won,2017-01-24,2017-03-31,5140.0
Darcel Schlecht,GTX Plus Basic,Warephase,Won,2017-01-24,2017-05-17,1067.0
Kami Bicknell,GTX Basic,unknown,Engaging,2017-01-24,,472.0
Kami Bicknell,GTX Plus Basic,Hatfan,Engaging,2017-01-24,,472.0
Vicki Laflamme,GTX Basic,unknown,Engaging,2017-01-24,,472.0
Cassey Cress,GTXPro,Opentech,Lost,2017-01-25,2017-05-29,0.0
Daniell Hammack,GTX Plus Basic,Zathunicon,Won,2017-01-25,2017-03-21,1065.0
Kary Hendrixson,GTX Basic,Lexiqvolax,Won,2017-01-25,2017-05-06,481.0
Markita Hansen,GTX Basic,J-Texon,Lost,2017-01-25,2017-05-22,0.0
Maureen Marcano,GTX Basic,Dalttechnology,Won,2017-01-25,2017-03-06,499.0
Reed Clapper,GTXPro,Acme Corporation,Lost,2017-01-25,2017-05-07,0.0
Rosie Papadopoulos,MG Special,Bioplex,Won,2017-01-25,2017-03-08,59.0
Vicki Laflamme,MG Special,Hottechi,Lost,2017-01-25,2017-05-01,0.0
Violet Mclelland,MG Special,Initech,Won,2017-01-25,2017-05-09,45.0
Wilburn Farren,MG Advanced,unknown,Engaging,2017-01-25,,472.0
Zane Levy,GTXPro,Sonron,Won,2017-01-25,2017-05-14,5743.0
Cassey Cress,GTX Plus Pro,Vehement Capital Partners,Won,2017-01-26,2017-05-13,6117.0
Darcel Schlecht,GTXPro,Domzoom,Lost,2017-01-26,2017-05-26,0.0
Donn Cantrell,GTX Plus Basic,The New York Inquirer,Won,2017-01-26,2017-03-19,1158.0
Garret Kinder,MG Special,Kinnamplus,Won,2017-01-26,2017-05-22,59.0
Kami Bicknell,GTX Plus Basic,Dalttechnology,Lost,2017-01-26,2017-05-24,0.0
Maureen Marcano,MG Advanced,Xx-holding,Won,2017-01-26,2017-03-24,3106.0
Rosalina Dieter,MG Advanced,Newex,Won,2017-01-26,2017-03-19,2982.0
Zane Levy,GTX Plus Pro,Hottechi,Won,2017-01-26,2017-03-16,6101.0
Anna Snelling,GTX Plus Pro,Treequote,Won,2017-01-27,2017-05-08,5883.0
Corliss Cosme,GTX Plus Pro,Xx-zobam,Won,2017-01-27,2017-05-22,5051.0
Darcel Schlecht,GTX Plus Basic,Statholdings,Won,2017-01-27,2017-05-11,1155.0
Garret Kinder,GTX Basic,Bluth Company,Lost,2017-01-27,2017-05-10,0.0
James Ascencio,GTX Plus Pro,Cheers,Won,2017-01-27,2017-03-06,5616.0
James Ascencio,GTX Plus Pro,Golddex,Won,2017-01-27,2017-06-06,5116.0
Kary Hendrixson,GTX Plus Basic,Condax,Won,2017-01-27,2017-03-30,1136.0
Anna Snelling,GTX Plus Basic,Finhigh,Won,2017-01-28,2017-06-01,1216.0
Anna Snelling,GTX Plus Basic,Hottechi,Won,2017-01-28,2017-05-02,1089.0
Cassey Cress,MG Advanced,Condax,Won,2017-01-28,2017-06-04,3908.0
Corliss Cosme,GTX Plus Basic,Toughzap,Engaging,2017-01-28,,472.0
Darcel Schlecht,GTXPro,Dontechi,Lost,2017-01-28,2017-05-27,0.0
Darcel Schlecht,GTXPro,Finhigh,Lost,2017-01-28,2017-05-18,0.0
Darcel Schlecht,MG Advanced,Streethex,Won,2017-01-28,2017-05-07,3369.0
James Ascencio,GTXPro,Blackzim,Engaging,2017-01-28,,472.0
James Ascencio,GTX Plus Pro,J-Texon,Won,2017-01-28,2017-05-20,5259.0
Maureen Marcano,GTXPro,unknown,Engaging,2017-01-28,,472.0
Maureen Marcano,GTX Plus Basic,Y-corporation,Lost,2017-01-28,2017-05-08,0.0
Reed Clapper,MG Advanced,Bubba Gump,Lost,2017-01-28,2017-03-30,0.0
Zane Levy,MG Special,Konmatfix,Engaging,2017-01-28,,472.0
Anna Snelling,MG Special,Condax,Won,2017-01-29,2017-05-25,52.0
Boris Faz,GTX Plus Pro,Acme Corporation,Won,2017-01-29,2017-05-11,5772.0
Cassey Cress,GTXPro,Umbrella Corporation,Lost,2017-01-29,2017-03-13,0.0
Cecily Lampkin,MG Advanced,Domzoom,Won,2017-01-29,2017-03-21,3496.0
Elease Gluck,MG Advanced,Finjob,Won,2017-01-29,2017-03-12,3602.0
Garret Kinder,MG Special,Yearin,Won,2017-01-29,2017-03-09,57.0
Gladys Colclough,MG Special,Funholding,Won,2017-01-29,2017-05-11,51.0
Hayden Neloms,MG Advanced,Sonron,Won,2017-01-29,2017-06-14,3689.0
James Ascencio,GTX Plus Basic,Xx-holding,Won,2017-01-29,2017-05-03,1170.0
Jonathan Berthelot,GTX Basic,Rundofase,Lost,2017-01-29,2017-03-06,0.0
Jonathan Berthelot,GTXPro,Rangreen,Won,2017-01-29,2017-05-06,4736.0
Kami Bicknell,MG Advanced,unknown,Engaging,2017-01-29,,472.0
Markita Hansen,GTX Basic,unknown,Engaging,2017-01-29,,472.0
Maureen Marcano,GTX Plus Basic,unknown,Engaging,2017-01-29,,472.0
Niesha Huffines,MG Special,Genco Pura Olive Oil Company,Lost,2017-01-29,2017-05-05,0.0
Versie Hillebrand,MG Special,Zumgoity,Lost,2017-01-29,2017-05-22,0.0
Vicki Laflamme,MG Special,Hatfan,Won,2017-01-29,2017-05-25,64.0
Vicki Laflamme,MG Special,J-Texon,Won,2017-01-29,2017-06-05,55.0
Vicki Laflamme,MG Advanced,Goodsilron,Won,2017-01-29,2017-03-13,2970.0
